"unique_id","gender","age","home_pc","education","work_status","living_children","age_group","driving_license","car_household_bin","car_access","sl_card","cycle_confidence","peer_commute","peer_commute_bin","commute_lenght_bin","bike_frequency_bin","q10_easy","q11_live_life_as_want","q12_able_to_do_activities","q13_satisfactory_access","lat","lon"
NA,1,26,14152,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,4,59.2178104,17.9376187
NA,1,25,16966,0,"Student",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,59.3625926,18.0134558
NA,1,31,11417,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,3,59.3697011,18.0634601
NA,0,29,11417,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,4,5,59.3697011,18.0634601
NA,1,52,12931,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.2927711,17.9828279
NA,0,31,12933,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,4,4,59.3003965,17.9845609
NA,0,35,12070,1,"Employed",0,"30_59",1,0,"No",1,"In areas with low traffic, without separated bike lane",2,1,1,0,5,4,4,4,59.3066778,18.1104574
NA,0,28,12148,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,3,5,59.2933682,18.1012412
NA,1,36,13165,1,"Employed",0,"30_59",1,0,"Other access",0,"On separated bike paths",0,0,0,1,5,5,5,4,59.3027207,18.1180071
NA,0,35,12078,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.30242,18.0945
NA,1,32,12032,1,"Employed",0,"30_59",1,0,"Other access",1,"In areas with high traffic, without separated bike lane",0,0,0,1,4,4,5,4,59.3027487,18.0816689
NA,0,33,17458,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,3,5,59.3733913,17.9381976
NA,1,29,12445,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,0,2,5,3,2,NA,NA
NA,1,33,19138,1,"Employed",0,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",3,1,0,1,5,5,3,3,59.4020819,17.9823165
NA,1,38,17155,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,0,4,3,2,3,59.3536219,17.9828025
NA,0,28,16972,1,"Student",0,"0_29",1,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,0,1,4,4,4,5,59.3678654,18.0158597
NA,1,27,18250,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,5,59.3979951,18.0245611
NA,NA,31,17171,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,4,4,59.349798,18.0024751
NA,1,26,17563,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,4,4,59.4026433,17.8679429
NA,1,27,11417,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,4,59.3697011,18.0634601
NA,0,22,11331,0,"Student",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.3452899,18.0397761
NA,0,26,11428,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.3496859,18.069953
NA,1,31,12055,1,"Employed",1,"30_59",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",2,1,1,1,5,5,5,5,59.2967226,18.0478279
NA,1,59,12068,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,2,59.3047813,18.1090034
NA,1,32,12637,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,5,5,59.2979073,17.998966
NA,1,30,11417,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,3,3,59.3697011,18.0634601
NA,1,32,11417,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.3697011,18.0634601
NA,1,32,11423,1,"Student",0,"30_59",0,1,"Own",0,"In areas with high traffic, without separated bike lane",3,1,0,1,5,5,5,5,59.34901,18.06337
NA,1,29,16559,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,3,59.3717623,17.8238668
NA,0,34,16964,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.36081,18.0142
NA,0,30,12530,1,"Employed",0,"30_59",0,0,"No",1,"In areas with low traffic, without separated bike lane",2,1,1,0,4,4,2,4,59.2738576,17.9954507
NA,1,44,12833,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.2675773,18.1298613
NA,0,35,11765,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,59.31177,18.00501
NA,1,35,11765,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.31177,18.00501
NA,1,30,12350,0,"Employed",0,"30_59",0,0,"No",0,"In areas with high traffic, without separated bike lane",1,1,0,1,5,5,5,5,59.2387609,18.1002558
NA,0,32,12079,1,"Employed",0,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",2,1,0,1,4,4,4,3,59.3030659,18.0980964
NA,1,31,18730,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,3,2,59.4416226,18.0517475
NA,1,36,11417,1,"Employed",0,"30_59",0,0,"No",1,"In areas with high traffic, without separated bike lane",2,1,0,1,3,3,3,3,59.3697011,18.0634601
NA,1,30,17070,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,3,59.3827398,18.0273498
NA,1,33,17070,1,"Student",1,"30_59",0,0,"No",1,"On separated bike paths",3,1,0,1,4,4,2,4,59.3827398,18.0273498
NA,1,32,11364,1,"Employed",0,"30_59",0,0,"No",0,"In areas with high traffic, without separated bike lane",3,1,0,1,1,1,1,1,59.3457716,18.0336478
NA,0,28,11557,1,"Employed",0,"0_29",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",2,1,0,1,4,4,4,5,59.3487238,18.0944117
NA,1,35,11417,1,"Student",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,4,59.3697011,18.0634601
NA,1,30,11549,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,59.35302,18.08885
NA,1,30,12153,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,5,59.2894026,18.1197921
NA,0,34,11767,1,"Employed",0,"30_59",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",2,1,0,1,4,5,5,5,59.3159973,18.0102781
NA,1,28,16972,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,59.3678654,18.0158597
NA,1,29,14575,1,"Student",0,"0_29",1,1,"Other access",0,"In areas with low traffic, without separated bike lane",0,0,1,1,3,5,4,4,59.24974,17.8271
NA,1,22,17070,0,"Student",0,"0_29",1,0,"No",0,"In areas with high traffic, without separated bike lane",0,0,0,1,5,5,5,5,59.3827398,18.0273498
NA,1,27,17070,1,"Employed",0,"0_29",0,0,"No",0,"In areas with high traffic, without separated bike lane",0,0,0,1,4,4,4,5,59.3827398,18.0273498
NA,1,29,18132,1,"Student",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,4,59.3621996,18.1337609
NA,0,32,12430,1,"Employed",0,"30_59",1,0,"No",1,"In areas with high traffic, without separated bike lane",0,0,1,1,4,4,4,4,59.266085,18.058222
NA,1,24,17070,1,"Student",0,"0_29",1,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,5,5,59.3827398,18.0273498
NA,0,54,12058,1,"Employed",0,"30_59",1,1,"Other access",0,"In areas with low traffic, without separated bike lane",1,1,0,0,3,4,4,4,59.300134,18.0441977
NA,0,35,17067,1,"Employed",0,"30_59",1,0,"Other access",1,"In areas with low traffic, without separated bike lane",1,1,1,0,2,4,2,2,59.381111,18.0035866
NA,1,34,16963,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,59.36176,18.01046
NA,1,27,17172,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.3477366,18.0010416
NA,1,29,17070,1,"Student",0,"0_29",1,0,"No",1,"In areas with high traffic, without separated bike lane",1,1,0,1,4,4,4,3,59.3827398,18.0273498
NA,1,28,17165,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,5,5,59.3509267,18.0212432
NA,1,30,17240,1,"Employed",0,"30_59",1,1,"Other access",1,"In areas with high traffic, without separated bike lane",2,1,1,1,4,4,2,2,59.3669328,17.9765475
NA,0,29,17165,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,5,59.3509267,18.0212432
NA,1,27,12743,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,2,3,59.2731997,17.8889582
NA,0,25,11417,1,"Student",0,"0_29",1,0,"No",0,"In areas with low traffic, without separated bike lane",3,1,0,1,5,5,5,5,59.3697011,18.0634601
NA,1,28,12341,1,"Student",0,"0_29",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",3,1,0,1,4,5,4,5,59.2434495,18.0967101
NA,0,31,16960,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,4,59.3599156,18.0093391
NA,0,28,13135,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,5,5,59.3073779,18.124117
NA,1,31,11755,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,4,5,59.3015065,18.0244397
NA,1,26,11830,1,"Student",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.3116831,18.073434
NA,1,43,12834,1,"Employed",0,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,5,5,59.2652174,18.1266857
NA,1,28,12139,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.2925238,18.1025162
NA,0,25,16839,1,"Employed",0,"0_29",1,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,5,5,59.3334656,17.921173
NA,1,26,13141,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.3048945,18.1685845
NA,1,46,16843,1,"Employed",1,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,5,5,59.34392,17.8812
NA,1,76,11851,1,"Unemployed",1,"60a",NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,2,3,59.3175821,18.0587988
NA,1,37,11866,1,"Student",0,"30_59",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",1,1,0,0,4,4,4,4,59.3121911,18.0644108
NA,1,47,12639,1,"Employed",1,"30_59",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",1,1,0,1,5,4,4,4,59.2855071,18.0139319
NA,0,56,12264,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",2,1,0,1,5,4,3,4,59.2771697,18.058683
NA,1,30,12930,1,"Employed",0,"30_59",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",2,1,1,1,5,5,4,4,59.29445,17.98561
NA,1,29,12148,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,2,4,59.2933682,18.1012412
NA,1,39,12058,1,"Employed",1,"30_59",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,5,5,59.300134,18.0441977
NA,0,11,12068,1,"Student",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,4,4,59.3047813,18.1090034
NA,1,49,14144,0,"Employed",1,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",0,0,1,1,4,5,4,3,59.2330667,17.9603953
NA,1,25,17168,1,"Student",0,"0_29",1,1,"Own",1,"In areas with low traffic, without separated bike lane",2,1,0,1,5,5,4,5,59.3583326,18.0002334
NA,1,30,11830,1,"Student",0,"30_59",0,0,"No",1,"In areas with low traffic, without separated bike lane",1,1,1,0,5,4,4,4,59.3116831,18.073434
NA,1,26,12153,1,"Student",0,"0_29",1,0,"No",0,"In areas with high traffic, without separated bike lane",1,1,1,1,4,4,4,4,59.2894026,18.1197921
NA,1,33,17442,1,"Employed",0,"30_59",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",1,1,1,1,4,4,4,4,59.37234,17.97907
NA,0,42,12638,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,4,59.2940274,17.9926309
NA,0,52,12940,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.3026522,17.9475965
NA,1,34,12636,1,"Employed",0,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",2,1,0,1,3,5,4,4,59.3015119,17.9991974
NA,NA,29,11542,1,"Student",0,"0_29",1,0,"No",0,"In areas with low traffic, without separated bike lane",1,1,0,1,3,3,3,4,59.3574658,18.0916489
NA,1,47,13140,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,4,59.3131287,18.1531168
NA,1,27,11417,1,"Employed",0,"0_29",1,0,"No",0,"In areas with low traffic, without separated bike lane",4,1,1,1,4,4,4,4,59.3697011,18.0634601
NA,1,37,17069,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,4,4,59.394756,18.0324893
NA,0,48,17569,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,59.39834,17.87001
NA,0,49,12457,1,"Employed",1,"30_59",0,1,"Own",0,"In areas with high traffic, without separated bike lane",0,0,1,1,4,5,4,4,59.2609282,18.0485367
NA,0,27,18150,1,"Employed",0,"0_29",1,0,"No",1,NA,1,1,0,0,3,4,3,3,59.3622958,18.1231874
NA,1,47,11732,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,3,5,59.3190825,18.0354278
NA,0,55,11731,1,"Employed",1,"30_59",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",5,1,0,1,3,3,3,5,59.3183754,18.0352304
NA,1,40,16373,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,3,59.388194,17.9289325
NA,1,39,17074,1,"Employed",0,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,4,59.3781205,18.0413392
NA,NA,36,18147,1,"Employed",1,"30_59",1,1,"Other access",0,"On separated bike paths",1,1,1,1,3,3,3,4,59.372097,18.1780133
NA,1,34,17157,1,"Employed",0,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,1,1,2,4,2,3,59.347854,17.9904836
NA,0,53,13551,1,"Employed",1,"30_59",1,1,"Other access",0,"In areas with high traffic, without separated bike lane",2,1,1,1,4,5,5,5,59.2219823,18.2098166
NA,1,65,12831,0,"Employed",0,"60a",1,1,"Own",0,"In areas with high traffic, without separated bike lane",1,1,1,1,5,5,4,4,59.2666537,18.1433044
NA,1,67,11538,1,"Employed",0,"60a",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,5,5,59.34608,18.10274
NA,0,31,17157,1,"Employed",0,"30_59",0,0,"No",0,"In areas with low traffic, without separated bike lane",2,1,0,1,5,3,4,4,59.347854,17.9904836
NA,1,50,19278,0,"Employed",0,"30_59",1,1,"Other access",1,"In areas with high traffic, without separated bike lane",0,0,1,1,3,3,2,3,59.4830996,17.9174841
NA,0,36,13648,1,"Employed",0,"30_59",1,1,"Own",1,"In areas with high traffic, without separated bike lane",4,1,1,1,4,5,5,5,59.178982,18.1266957
NA,0,27,13145,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,3,2,59.3150508,18.1969328
NA,1,63,16969,0,"Employed",0,"60a",1,1,"Own",0,"In areas with high traffic, without separated bike lane",1,1,0,1,5,5,4,3,59.3629191,18.0184378
NA,1,42,11557,1,"Employed",0,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",1,1,0,1,4,4,4,4,59.3487238,18.0944117
NA,1,30,11417,1,"Employed",0,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,5,5,59.3697011,18.0634601
NA,1,36,11448,1,"Employed",0,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",1,1,0,1,5,5,4,5,59.3383525,18.0807766
NA,1,51,11750,1,"Employed",1,"30_59",1,1,"Own",0,"On separated bike paths",1,1,0,1,4,4,4,4,59.31944,18.02072
NA,1,47,11771,1,"Employed",0,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",1,1,0,1,4,5,5,2,59.3164866,17.9978431
NA,1,65,14771,1,"Employed",1,"60a",1,1,"Own",0,"In areas with low traffic, without separated bike lane",5,1,1,1,4,4,4,4,59.1643742,17.803773
NA,1,29,11543,1,"Employed",0,"0_29",1,0,"No",0,"In areas with low traffic, without separated bike lane",4,1,0,0,4,4,4,4,59.3534031,18.0938485
NA,1,47,11458,1,"Employed",0,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",1,1,0,1,4,4,4,4,59.3373014,18.0868613
NA,0,27,11416,1,"Student",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,3,3,59.3705597,18.0623122
NA,1,50,16344,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",2,1,1,1,3,4,4,4,59.3703868,17.9168013
NA,0,42,11828,1,"Employed",0,"30_59",0,0,"No",0,"In areas with high traffic, without separated bike lane",0,0,0,1,5,5,5,5,59.3145133,18.0697519
NA,1,43,13732,1,"Employed",1,"30_59",0,0,"No",1,"In areas with high traffic, without separated bike lane",3,1,1,1,4,4,4,4,59.1305269,18.1029234
NA,1,35,12340,0,"Employed",0,"30_59",1,0,"Other access",1,"In areas with high traffic, without separated bike lane",2,1,0,1,4,5,5,5,59.24661,18.10118
NA,1,40,12250,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",2,1,1,1,5,5,5,4,59.29248,18.08102
NA,1,48,12844,1,"Employed",1,"30_59",1,0,"No",0,"On separated bike paths",1,1,1,1,5,5,4,5,59.27162,18.13949
NA,1,36,11547,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with high traffic, without separated bike lane",5,1,0,1,3,3,3,2,59.3585709,18.0896161
NA,1,49,18746,1,"Employed",1,"30_59",1,1,"Own",0,"In areas with low traffic, without separated bike lane",3,1,1,1,5,5,5,5,59.45113,18.02744
NA,0,30,11417,1,"Student",0,"30_59",0,0,"No",0,"In areas with low traffic, without separated bike lane",2,1,0,1,4,5,4,5,59.3697011,18.0634601
NA,0,28,11415,1,"Student",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,2,4,59.3708694,18.0620909
NA,1,67,16562,1,"Employed",0,"60a",NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,3,3,59.3588976,17.836498
NA,0,29,13365,1,"Employed",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,NA,NA
NA,0,37,17155,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,59.3536219,17.9828025
NA,0,60,16871,1,"Employed",0,"60a",1,1,"Own",1,"On separated bike paths",3,1,0,1,4,4,4,4,59.3634888,17.9485262
NA,1,25,11428,1,"Student",0,"0_29",NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,59.3496859,18.069953
NA,1,51,13658,1,"Employed",1,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",2,1,1,1,5,5,5,5,59.1831562,18.1264393
NA,1,44,11647,1,"Employed",1,"30_59",NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,59.3086259,18.0972451
NA,0,40,13172,1,"Employed",0,"30_59",1,0,"Other access",0,"In areas with low traffic, without separated bike lane",1,1,1,0,4,4,4,4,59.315223,18.1206097
NA,0,45,13133,1,"Employed",1,"30_59",1,0,"No",0,"In areas with high traffic, without separated bike lane",1,1,0,1,5,5,4,5,59.2900452,18.1665801
NA,1,41,13172,1,"Employed",0,"30_59",1,0,"Other access",0,"In areas with high traffic, without separated bike lane",2,1,0,1,5,5,5,5,59.315223,18.1206097
